eventid,iyear,imonth,iday,extended,country_txt,region_txt,provstate,city,latitude,longitude,specificity,vicinity,summary,success,suicide,attacktype1_txt,targtype1_txt,gname,motive,individual,nperps,nperpcap,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
1.97606E+11,1976,6,15,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,0,,1,0,Assassination,Government (General),Unknown,,0,,,Firearms,1,,,0,,
1.97606E+11,1976,6,16,0,Lebanon,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1,0,,1,0,Assassination,Government (Diplomatic),Socialist Labor Party of Lebanon,,0,3,,Firearms,3,2,,0,0,
1.97606E+11,1976,6,16,0,West Germany (FRG),Western Europe,Bavaria,Meisau,47.791047,12.714544,1,0,,1,0,Armed Assault,Military,Croatian Nationalists,,0,,,Firearms,0,,,0,,
1.97606E+11,1976,6,17,0,Mexico,North America,Sinaloa,Culiacan Rosales,24.80485,-107.385498,1,0,,1,0,Assassination,Police,23rd of September Communist League,,0,,,Firearms,1,,,0,,
1.97606E+11,1976,6,17,0,Philippines,Southeast Asia,Unknown,Unknown,,,5,0,,1,0,Armed Assault,Transportation,Moro National Liberation Front (MNLF),,0,,,Firearms,3,,,0,,
1.97606E+11,1976,6,17,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Ulster Freedom Fighters (UFF),,0,,,Firearms,2,,,,,
1.97606E+11,1976,6,18,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,,1,0,Assassination,Police,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),,0,1,,Explosives,1,,,0,,
1.97606E+11,1976,6,18,0,West Germany (FRG),Western Europe,Lower Saxony,Freiburg,53.823933,9.287901,1,0,,1,0,Armed Assault,Unknown,2nd of June Movement,,0,,,Firearms,2,,,0,,
1.97606E+11,1976,6,18,0,Costa Rica,Central America & Caribbean,San Jose,San Jose,9.933333,-84.083333,1,0,,1,0,Bombing/Explosion,Journalists & Media,Coordination of the United Revolutionary Organization (CORU),,0,,,Explosives,,,,,,
1.97606E+11,1976,6,18,0,West Germany (FRG),Western Europe,Hamburg,Hamburg,53.553813,9.991586,1,0,,1,0,Facility/Infrastructure Attack,Business,Unknown,,0,,,Incendiary,0,,,0,,
1.97606E+11,1976,6,18,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Protestant extremists,,0,,,Explosives,1,,,,,
1.97606E+11,1976,6,19,0,Italy,Western Europe,Emilia-Romagna,Bologna,44.49419,11.346518,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,19,0,Italy,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,,1,0,Facility/Infrastructure Attack,Business,Unknown,,0,,,Incendiary,0,,,0,,
1.97606E+11,1976,6,19,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,19,0,United Kingdom,Western Europe,Northern Ireland,Dunmurry,54.553417,-6.003314,1,0,,1,0,Assassination,Terrorists/Non-State Militia,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,20,0,Portugal,Western Europe,Lisbon,Lisbon,38.725299,-9.150036,1,0,,1,0,Bombing/Explosion,Utilities,Unknown,,0,,,Explosives,,,,,,
1.97606E+11,1976,6,20,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Protestant extremists,,0,,,Melee,1,,,,,
1.97606E+11,1976,6,21,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Irish Republican Extremists,,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,21,0,United Kingdom,Western Europe,Northern Ireland,Dunmurry,54.553417,-6.003314,1,0,,1,0,Assassination,Private Citizens & Property,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,21,0,United States,North America,Massachusetts,Lowell,42.64589,-71.312844,1,0,,1,0,Bombing/Explosion,Government (General),United Freedom Front (UFF),,0,,,Explosives,0,,,1,,
1.97606E+11,1976,6,22,0,United Kingdom,Western Europe,Northern Ireland,Craigavon,54.446968,-6.39292,1,0,,0,0,Assassination,Private Citizens & Property,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,23,0,Philippines,Southeast Asia,Unknown,Unknown,,,5,0,,1,0,Bombing/Explosion,Educational Institution,Unknown,,0,,,Explosives,7,,,34,,
1.97606E+11,1976,6,23,0,United Kingdom,Western Europe,Northern Ireland,Cullyhanna,54.118385,-6.641824,1,1,,1,0,Bombing/Explosion,Military,Irish Republican Army (IRA),,0,,,Explosives,1,,,,,
1.97606E+11,1976,6,23,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Armed Assault,Airports & Aircraft,Jewish Defense League (JDL),,0,,,Incendiary,0,,,0,,
1.97606E+11,1976,6,24,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,1,0,Facility/Infrastructure Attack,Government (Diplomatic),Unknown,,0,,,Incendiary,0,,,0,,
1.97606E+11,1976,6,25,0,Argentina,South America,Buenos Aires,Florencio Varela,-34.68631,-58.528473,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Unknown,,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,25,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Bombing/Explosion,Business,International Revolutionary Solidarity,,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,25,0,United Kingdom,Western Europe,Northern Ireland,Templepatrick,54.70333,-6.095585,1,0,,1,0,Armed Assault,Business,Republican Action Force,,0,,,Firearms,3,,,,,
1.97606E+11,1976,6,25,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,25,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,25,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Police,Fuerzas Armadas de Liberacion Nacional (FALN),,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,25,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,25,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,25,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,,1,0,Bombing/Explosion,Business,Jewish Defense League (JDL),,0,,,Explosives,0,,,0,,
1.97606E+11,1976,6,26,1,Argentina,South America,Corrientes,Corrientes,-27.471473,-58.839955,1,0,,1,0,Hostage Taking (Kidnapping),Religious Figures/Institutions,Political Military Organization of Paraguay,,0,,,Unknown,0,,,0,,
1.97606E+11,1976,6,26,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Protestant extremists,,0,,,Melee,1,,,,,
1.97606E+11,1976,6,27,0,Greece,Western Europe,Attica,Athens,37.99749,23.762728,1,0,,1,0,Hijacking,Airports & Aircraft,Palestine Liberation Organization (PLO),,0,7,,Unknown,13,,7,,,0
1.97606E+11,1976,6,28,0,El Salvador,Central America & Caribbean,Sonsonate,Sonsonate,13.718889,-89.724167,1,0,,1,0,Armed Assault,Military,Armed Forces of National Resistance (FARN),,0,,,Firearms,0,,,0,,
1.97606E+11,1976,6,28,0,United Kingdom,Western Europe,Northern Ireland,Lurgan,54.463367,-6.328597,1,0,,1,0,Assassination,Military,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,30,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Military,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97606E+11,1976,6,30,0,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,1,0,,0,0,Bombing/Explosion,Military,Irish Republican Army (IRA),,0,,,Explosives,1,,1,,,
1.97607E+11,1976,7,1,0,United States,North America,California,San Francisco,37.755363,-122.443352,1,0,,0,0,Assassination,Government (Diplomatic),New World Liberation Front (NWLF),,0,,,Explosives,0,,,1,,
1.97607E+11,1976,7,1,0,United States,North America,Massachusetts,Newburyport,42.811978,-70.872638,1,0,"07/01/1976: The Essex County Courthouse was bombed in Newburyport, Massachusetts, United States, by four men who were members of the Fred Hampton Unit of the People's Forces. The explosion occurred in the second-floor probation office and caused severe damage including a 10-foot hole in the floor, windows shattered and damage to the outside brick wall, but no casualties resulted from this incident.  The bombing is linked to the an explosive attack on the Dorchester Army National Guard in Boston as well as the destruction of an airliner at Logan International Airport on the same day (197607020008, 197607020009) and also the bombing of a post office in Seabrook, New Hampshire (197607020007).  In October 1976, Everett C. Carlson was convicted and sentenced to ten years in prison for transporting explosives in the three attacks as was Richard J. Picariello in February 1977, and in March 1977, Edward P. Gullion was also convicted and awaiting sentencing; Joseph Aceto was also responsible for the attacks and pleaded guilty in September 1976 and subsequently became a government witness in the later trials.",1,0,Bombing/Explosion,Government (General),Fred Hampton Unit of the People's Forces,"The Fred Hampton Unit of the People's Forces was a political group devoted to ending imperialism, racism, capitalism and what they believed to be a facist judicial-prison system in the United States; they attempted to target courthouses that sentenced people to prison.",0,4,4,Explosives,0,0,0,0,0,0
1.97607E+11,1976,7,1,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97607E+11,1976,7,1,0,United States,North America,California,San Francisco,37.755363,-122.443352,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),New World Liberation Front (NWLF),,0,,,Explosives,0,,,0,,
1.97607E+11,1976,7,2,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,,1,0,Bombing/Explosion,Police,Montoneros (Argentina),,0,,,Explosives,25,,,30,,
1.97607E+11,1976,7,2,0,Kuwait,Middle East & North Africa,Asimah,Kuwait,29.347702,47.94912,1,0,,1,0,Facility/Infrastructure Attack,Airports & Aircraft,Black September,,0,,,Incendiary,0,,,0,,
1.97607E+11,1976,7,2,0,United Kingdom,Western Europe,Northern Ireland,Antrim,54.713382,-6.216761,1,0,,1,0,Armed Assault,Business,Ulster Volunteer Force (UVF),,0,,,Firearms,6,,,,,
1.97607E+11,1976,7,2,0,United States,North America,New Hampshire,Seabrook,42.87568,-70.871914,1,0,,1,0,Bombing/Explosion,Government (General),Fred Hampton Unit of the People's Forces,,0,,,Explosives,0,,,0,,
1.97607E+11,1976,7,2,0,United States,North America,Massachusetts,Boston,42.358635,-71.056699,1,0,,1,0,Bombing/Explosion,Military,Fred Hampton Unit of the People's Forces,,0,,,Explosives,0,,,0,,
1.97607E+11,1976,7,2,0,United States,North America,Massachusetts,Boston,42.358635,-71.056699,1,0,,1,0,Bombing/Explosion,Airports & Aircraft,Fred Hampton Unit of the People's Forces,,0,,,Explosives,0,,,1,,
1.97607E+11,1976,7,3,0,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,1,0,,1,0,Assassination,Military,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97607E+11,1976,7,4,0,France,Western Europe,Puy-de-Dome,Tours,45.670778,3.577523,1,0,,1,0,Bombing/Explosion,Government (General),Baader-Meinhof Group,,0,,,Explosives,0,,,0,,
1.97607E+11,1976,7,4,0,United States,North America,Massachusetts,Revere,42.40807,-71.013589,1,0,"07/04/1976: A bomb exploded at the First National Bank of Boston in the Northgate Shopping Center in Revere, Massachusetts, United States.  The United Freedom Front was responsible for the explosion, which occurred after the bomb was thrown from an automobile.  The blast caused damage to the front entrance of the bank, blowing out the glass front. It is unknown whether there were any injuries or fatalities in this incident.",1,0,Bombing/Explosion,Business,United Freedom Front (UFF),"The United Freedom Front believed in a Marxist philosophy and opposed US militarism in Central America, and the group sought to redistribute economic wealth in the U.S. and used bank robberies to finance their goals. Additionally, their efforts were to improve prison life.",0,-99,-99,Explosives,0,0,0,0,0,0
1.97607E+11,1976,7,6,0,Bolivia,South America,La Paz,La Paz,-16.509317,-68.10434,1,0,,1,0,Bombing/Explosion,Government (General),Revolutionary Workers Party of Bolivia (PRTB),,0,,,Explosives,0,,,0,,
1.97607E+11,1976,7,6,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Irish Republican Army (IRA),,0,,,Firearms,1,,,,,
1.97607E+11,1976,7,7,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Business,Ulster Freedom Fighters (UFF),,0,,,Firearms,1,,,,,
1.97607E+11,1976,7,9,0,Costa Rica,Central America & Caribbean,San Jose,San Jose,9.933333,-84.083333,1,0,,1,0,Bombing/Explosion,Government (General),Unknown,,0,,,Explosives,,,,,,
1.97607E+11,1976,7,9,0,Italy,Western Europe,Emilia-Romagna,Bologna,44.49419,11.346518,1,0,,1,0,Facility/Infrastructure Attack,Private Citizens & Property,Black Order,,0,,,Incendiary,0,,,0,,
1.97607E+11,1976,7,9,0,Jamaica,Central America & Caribbean,Kingston Parish,Kingston,18.021429,-76.798279,1,0,,1,0,Bombing/Explosion,Airports & Aircraft,National Front for the Liberation of Cuba (FLNC),,0,,,Explosives,0,,,0,,
1.97607E+11,1976,7,9,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Ulster Freedom Fighters (UFF),,0,,,Firearms,2,,,,,
1.97607E+11,1976,7,10,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,0,,1,0,Assassination,Government (General),Italian Social Movement (MSI),,0,,,Firearms,1,,,0,,
1.97607E+11,1976,7,10,0,Barbados,Central America & Caribbean,Saint Michael,Bridgetown,13.1,-59.616667,1,0,,1,0,Bombing/Explosion,Airports & Aircraft,Coordination of the United Revolutionary Organization (CORU),,0,,,Explosives,0,,,0,,
1.97607E+11,1976,7,10,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Palestinians,,0,,,Explosives,0,,,0,,
1.97607E+11,1976,7,11,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,0,,1,0,Assassination,Police,Guerrilla Army of the Poor (EGP),,0,,,Firearms,1,,,0,,
1.97607E+11,1976,7,11,0,Italy,Western Europe,Lombardy,Milan,45.469212,9.174508,1,0,,1,0,Facility/Infrastructure Attack,Business,Unknown,,0,,,Incendiary,0,,,0,,
1.97607E+11,1976,7,11,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,0,Assassination,Private Citizens & Property,Irish Republican Extremists,,0,,,Melee,1,,,,,
1.97607E+11,1976,7,12,0,Turkey,Middle East & North Africa,Malatya,Yesilyurt,38.311477,38.267046,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97607E+11,1976,7,12,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off two incendiary devices hidden in cigarette packs in Ohrbach's department store on 34th Street in New York City in the United States.  The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs.  FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.  It is unknown whether any injuries, fatalities, or damage resulted from this incident.",1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97607E+11,1976,7,12,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off two incendiary devices hidden in cigarette packs in Altman's department store on Fifth Avenue in New York City in the United States.  The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs.  FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.",1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97607E+11,1976,7,12,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off two incendiary devices hidden in cigarette packs in Lord & Taylor's department store on Fifth Avenue in New York City in the United States.  The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs.  FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.",1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97607E+11,1976,7,12,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"07/12/1976: Police discovered two incendiary devices hidden in cigarette packs in Gimbel's department store on 33rd Street in New York City in the United States.  The devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in cigarette packs.  The Armed Forces for National Liberation (FALN) claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. These were two in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.",1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97607E+11,1976,7,12,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"07/12/1976: Members of the Armed Forces for National Liberation (FALN) planted and set off an incendiary device hidden in a cigarette pack in Macy's department store on 34th Street in New York City in the United States.  The device was made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in a cigarette pack.  FALN claimed the attack and said that they were protesting the presence of Puerto Rican delegation at the Democratic National Convention. This was one in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found.",1,0,Bombing/Explosion,Business,Fuerzas Armadas de Liberacion Nacional (FALN),FALN members claimed they were protesting the presence of Puerto Rican delegation at the Democratic National Convention.,0,-99,-99,Explosives,0,0,0,0,0,0
